name,status
Sidense,operating
Everbots,operating
ZappRx,operating
Spinn.Coffee,closed
OggiFinogi,closed
SinDelantal,operating
John Financial & Associates,operating
Accelera,closed
UNIFi Software,operating
Litographs,closed
GoExcursion,operating
Startup Village,operating
Acumera,closed
PlusBlue Solutions,operating
GOODWIN,closed
Netragon,closed
OffSite VISION,closed
XL Hybrids,closed
Helix Micro,closed
3d Vision Systems,closed
Optomec,closed
Corridor Pharmaceuticals,operating
Qlucore,operating
Gap Designs,operating
Skoop,operating
Treebo Hotels,operating
Haoche51.com,operating
Hachiko,operating
Tansa Clean,operating
CureTech,closed
Coin,closed
Noxilizer,operating
Paytrail,operating
WebSafety,closed
TherMark,operating
Red Robot Labs,closed
GrooveJar,operating
BayouGlobal Forex Trading,operating
Clicktree,closed
BONESUPPORT,closed
Hoana Medical,closed
Nanalysis,operating
Hubgets,closed
Captronic Systems,operating
Maverick Wine Group LLC.,operating
Coley Pharmaceutical Group,closed
Tuee,operating
GlobalPrint Systems,operating
Medicast,operating
iPixCel,operating
StockonDeals,closed
ReCept Holdings,operating
Softricity,operating
Food Runner,closed
Neck Tie Koozies,closed
Crowdly,operating
Xoft,operating
OneClass,closed
Innovate/Protect,operating
Sherpa Digital Media,operating
Tippr,closed
Ibelem,operating
Summa Health,operating
LocalRealtors.com,closed
LawPadi,closed
Rushmore.fm,operating
Payment plugin,closed
Hoods,closed
Holidu,closed
Landmaster Partners,closed
Innovative Mobility,operating
WithWine,operating
Xochitl (So-Shee) Gold mines,operating
MadeUp,operating
SmartZyme,operating
TVbeat,operating
Kingfish Group,operating
Liquorun,closed
TipCat Interactive 沙舟信息科技,closed
Spectrum Devices,operating
Trustribe,operating
Pepper Networks,closed
PROTEGO,operating
Point Inside,closed
Bacterioscan,closed
VYou,closed
Crowdery,closed
IronCurtain Entertainment,operating
Silvergate Pharmaceuticals,operating
Kelkoo,closed
Makeable,closed
Zenoti,operating
ams AG,operating
The Guild,operating
IQuum,operating
Ionix Medical,closed
DynaPro Publishing Company,closed
zUniversity,operating
Biotz,operating
NOW! Innovations,closed
Referanza,closed
Dynamic Recreation,closed
Virtual DBS,operating
Mirror Digital,operating
Catwalk15,closed
BeMo,operating
Under100,closed
100du.tv,closed
Cambridge Executive Enterprises,operating
Uanbai,closed
Gloss48,closed
NaviMedix,closed
Yoochoose,operating
Garageio,closed
Global Imaging Online,operating
ShopCo,closed
I.T. MOVES IT,closed
Pharos Innovations,closed
New Horizons,closed
"SMARTEDUCATION, LTD.",operating
Ellacoya Networks,operating
Synker,operating
KarmaKey,operating
"Remixation, Inc.",operating
"HerbFront, Inc",operating
"LOCKON CO.,LTD.",operating
Cleaning Exec Cleaning Services,closed
FabFitFun,operating
HappyBox,closed
Discount Ramps,operating
Horizon Discovery,operating
AngioSlide,closed
Tucker Auto-Mation,closed
Blinkit,operating
Uepaa,operating
FX Aligned,closed
SerbisU,closed
Zostel,closed
Tapster,closed
Kokoroe,closed
"RoomKey Technologies, Inc.",closed
LendingStar,closed
Angiodroid,operating
Saint Luke's Foundation,operating
LikeWhere,operating
Protalix BioTherapeutics,operating
VideoClix,closed
Crack,operating
PlayFilm,operating
X-Nav Technologies,closed
SavingGlobal,operating
ResearchWe,operating
Perlecan Pharma,closed
Matcha,operating
Fieldbook,operating
Golden Gateway Financial,operating
Bostwick Laboratories,operating
Netaxs Internet Services,operating
Sr.Pago,operating
FlashFunders,operating
Tibion Bionic Technologies,closed
Instant AV,closed
Pantech,closed
Teritree Technologies,closed
Above Security,operating
Freebee,operating
Monkimun,closed
Sporterpilot,operating
Accera,closed
When I Work,operating
Solar Flow-Through,operating
BitArts Labs,closed
"Throne VIP, Inc.",closed
SRC Computers,closed
Albeo Technologies,operating
24me,closed
Spark Therapeutics,closed
Browns-Hall Gardner,operating
Impraise,closed
QuietStream Financial,operating
Edúkame,operating
Sneeky,closed
iNovo Broadband,closed
Smartcare,operating
Carmenta Bioscience,closed
"Crossboard Mobile (Formerly Pontiflex, Inc.)",operating
Re.Mu,operating
oneQube,operating
Clifford Thames,operating
SurDoc,closed
Lane,operating
Wizeline,operating
Smartairtrip,operating
Entigral Systems,operating
HotelRunner,operating
Bin1 ATE,closed
IDX Corp,closed
NightStay,operating
Lattice Voice Technologies,operating
Vaxxas,closed
Delvetica,closed
Evostor,closed
iYogi,operating
IC Solutions,operating
iLoveVideo.tv - passionately powered by castaclip GmbH,closed
Anova Culinary,closed
Kindstar Global (Beijing) Medicine Technology,operating
ApeniMED,closed
Bundlr,operating
Vanguard Dealer Services,operating
Semafone,operating
Envenergy,operating
RadLogics,closed
Pibox,closed
"BagnaCauda Co., Ltd.",operating
Positronics,closed
OR Productivity,closed
Avant,closed
Btarget,closed
ExtractAlpha,operating
Garmor,closed
FatPipe,operating
Joppel,closed
EEWORX,operating
Earth Med,closed
Dark Skull Studios,operating
Ploonge,closed
PebblePost,closed
Adatao,closed
Getup Cloud,operating
Stickybits,operating
United Biosource Corporation,operating
SportsLock,operating
Applauze,operating
Erydel,operating
NextImage Medical,closed
Batterii,closed
Eventcheq,operating
ELVPHD,operating
TrueView,closed
Vivocha,closed
Vigilix,operating
Park Designs,closed
Tappp,closed
BIZZBY,operating
iBiquity Digital Corporation,operating
Meludia,closed
Nanorex,operating
Zmorph,operating
Cuponomia,closed
PrimeSense,operating
InvestCloud,operating
Beckom Investment Group,closed
PeoplePerHour.com,closed
Derbywire,operating
Sensbeat,closed
PolyInnovations,operating
NovaDigm Therapeutics,operating
Citymapper Limited,closed
LocaModa,operating
OptiMine Software,operating
Wintermute,closed
Wizzard Software,operating
Wistone,operating
Citizengine,closed
Crashmob,operating
"Paradigm4, inc.",closed
PacketTrap Networks,operating
Moverati,operating
Xtelligent Media,operating
Wine in Black,operating
Ecofoot,operating
AudioCatch,closed
Shearwater International,closed
CPAP TotalCare,closed
Hubskip,closed
Conductor,closed
RealConnex.com,closed
PetSmart,operating
Golf121,operating
Myer,operating
Gameyeeeah,closed
eVoter,closed
Matchalarm,operating
Cards Off,operating
"Broncus Technologies, Inc.",closed
Beeken Biomedical,closed
Microblr,closed
eBooks in Motion,closed
ProspectNow,closed
Scrybe,closed
Traackr,operating
Play With Pictures / HangPic,operating
Birdi,operating
rag & bone,closed
Hidden City Games,closed
Clearpath Robotics,closed
Hot Mix Mobile,operating
Ticket Hoy,closed
Pomogatel,operating
Pipelinefx,closed
ITango,closed
DiscountIF,closed
Liiiike,operating
Bourn Hall Clinic,closed
Stockroom,operating
Pareto Biotechnologies,operating
Vormetric,operating
Videoink,closed
DeliveryChef.in,operating
HLR Properties,closed
Altatech,operating
PROVECTUS PHARMACEUTICALS,closed
Big Data for Humans,operating
Blitz X Performance Instruments,closed
FaceCake Marketing Technologies,operating
mobiManage,closed
BiPar Sciences,operating
Ntensify,closed
Goodybag,closed
Who-Sells-it.com,closed
FarmFresh,operating
BombBomb,operating
Rajant Corporation,operating
Snootlab,closed
Actimize,closed
Marerua Ltda,closed
Sandbox Studio,closed
Cutting Edge Wheels,closed
Excel Manufacturing,closed
Trekurious,closed
OOSM,closed
Sustaination,closed
"Compath Me, Inc.",operating
"Kong Studios, Inc.",operating
Stockpulse,closed
Argos Risk,operating
Orbster,operating
Xingshuai Teach,closed
Mode Media (fka Glam Media),operating
Avantium Technologies,closed
AML Superconductivity and Magnetics,closed
Capevo,operating
Lit Building Directory,operating
Entertainment Media Works,operating
NutriMe,operating
KartRocket,closed
Yugma,operating
Courion Corporation,closed
Monkey Bizness,operating
Insulet,operating
Pure Networks,closed
CarSight,closed
Spectrum Bridge,operating
octoScope,closed
Atlantic Excavation Demolition & Grading,operating
XIHA,operating
SPI Labs (Smart Podcast Player),closed
Kik,operating
Handprint,closed
Virtusize,operating
Altrec.com,operating
Abios Gaming,operating
Aragon Surgical,operating
Black Drumm,operating
SweetIQ Analytics,operating
Fosbury,closed
SpinTheCam,operating
Wicom Communications,closed
Balerin.com,closed
Invisible Puppy,operating
GATR Technologies,operating
Enservco Corporation,operating
OncoHealth,operating
Inline.me,operating
NextRequest,closed
E.I.S. Aircraft,closed
Storymix Media,closed
Broken Envelope Productions,closed
Prism Skylabs,operating
Dropcam,closed
SidePrize,operating
Send Word Now,operating
Cinelan,operating
Vuevent Inc.,operating
HubChilla,operating
Humanoid,operating
Rustoria,closed
DBS Communications,operating
Space Race,closed
Selfless,closed
Hotelscan,operating
Imprint Energy,closed
MotionPoint,operating
Warm Health,operating
Vertex Energy,operating
Playful Data,closed
Voci Technologies,operating
Dhruva,closed
Polybiotics,closed
Renaissance Factory,operating
BladeLogic,operating
theeventwall,operating
SurIDx,closed
Videopixie,operating
InnerRewards,operating
MetaChannels,closed
Crate.IO,operating
CafeMom,closed
Okeanos Technologies,operating
Human Genome Research Institutes,closed
Outside.in,closed
Kimeltu,closed
ADEA Cutters,operating
Spaulding Clinical Research,operating
Jobzella,operating
Selero,operating
Envia Systems,closed
London Union,closed
GameMaki,operating
Lignol,closed
nxtControl,closed
Screenie,operating
Automation Alley,closed
Tara Systems,operating
Solar Earth Inc,closed
VoulezVousDiner,closed
QuotaDeck,closed
OpenRoad Integrated Media,operating
Hacker Target Pty Ltd,closed
TouchBase Technologies,closed
Topsfield Medical GmbH,closed
Rysto,operating
Primedic,operating
Koofers,closed
Peak Positioning Technologies,operating
EUROgenyx,closed
Social Plus,closed
nooked,closed
Xinyi Network,operating
GAMEin30,operating
Panelfly,closed
Ramen,operating
ArcherMind Technology,closed
Pose,operating
Lyatiss,closed
Leeo,operating
Ztory,operating
Coco Communications,operating
ricardo Group,operating
Epuramat,closed
HubHub,closed
Revver,operating
Knome,closed
Zume Life,closed
Envisia Therapeutics,closed
Flashback Technologies,operating
Numerous,closed
Eveningflavors.com,closed
beModel,operating
"PFITR, LLC",closed
TapBlaze,closed
MENA PRESTIGE,closed
LatamLeap,operating
MobStac,operating
500Friends,operating
Home-Account,closed
ProMed,closed
AVST,operating
Humagade,closed
Describe It,closed
Eribis Pharmaceuticals,closed
Capture Educational Consulting Services,operating
Klinq,closed
Womply,closed
Midwest New Beginnings,closed
MartMobi Technologies,closed
Bandspeed,operating
Adapt Technologies,operating
Hornet Networks,operating
BIOSAFE,closed
VinePair,operating
Hrmatches.com,operating
BluePoint Security™,operating
Trusight,closed
JAZZ TECHNOLOGIES,operating
CRITICAL TECHNOLOGIES,operating
ProHatch,closed
Applied BioMath,operating
Epazz,operating
Qlika,closed
Ambient Control Systems,closed
Vixlo,operating
ThirdLove,operating
Full Throttle Indoor Kart Racing,operating
Zaycon Fresh,operating
Total Immersion,operating
Novatris,operating
Celox Networks,closed
my4oneone,operating
Driveway Software,operating
Nire iHealth,operating
BeaconsInSpace,operating
TextMaster,operating
MR3Health,operating
Tuition.io,closed
Future Vision Energy,operating
Cellumen,operating
B2M Solutions,closed
OnlineSheetMusic,operating
Secusmart,operating
NavSemi Energy,operating
Form.io,closed
Stylehive,closed
TapRoot Systems,closed
Aaron Andrews Apparel,closed
Revuze,closed
Tindie,closed
Anglo Andino Group,operating
Waterline Data Science,closed
Wineverse,closed
Duokan.com,closed
JoKno,closed
Toura,closed
Evolution Mobile Platform,operating
VIP Cinema Seating,closed
CLEAN CORP JANITORIAL,closed
Qosmos,closed
Nuenz,operating
Synereca Pharmaceuticals,closed
Coolan,operating
Orbotics,closed
Qual Canal,operating
Amaranth Medical,operating
BeneChill,operating
Direct Allergy,closed
Pathway Medical Technologies,operating
GeoGRAFI,operating
Outernet,operating
Filament,operating
Sweeten,closed
My Mobile Watchdog,closed
Avito.ru,closed
Zaker,operating
Sugar Free Media,operating
Fillm,operating
Xwalker,operating
Spry,operating
Oxxon Therapeutics,operating
Cambridge Devices,closed
VHSquared,operating
Beijing Buding Fangzhou Science and Technology,operating
Shaanxi Join Innovation Technology,operating
Paktor,closed
Biospect,operating
Kewego,operating
TheInfoPro,closed
Endaga,closed
PhotoUp,closed
GoMetro,closed
GameLayers,closed
Club Motor Estates of Richfield,operating
SourceTrace Systems,closed
Asia Dairy Fab,closed
Qt Software,operating
Aerovance,closed
Capture Media,operating
Regent Education,operating
BridgePoint Medical,closed
KyePot,operating
bigtruck brand,closed
PathGroup,closed
Xenon Arc,closed
Imbera Electronics,closed
RelateIQ,closed
"Boomerang Financial, inc.",closed
I2 TELECOM INTERNATIONA,operating
Talko,operating
Cockroach Labs,closed
Glokalise,closed
Apparity,closed
auctionPAL,operating
CombiMatrix,closed
Opsona,closed
MOBI Wireless Management,closed
CashCashPinoy,operating
WaveDeck,closed
CAPE Technologies,operating
Ayrstone Productivity,closed
Tabfoundry,closed
Green Plug,closed
Paypersocial Ltd,operating
NexImmune,operating
MapHazardly,operating
Handpick,closed
Medical Image Mining Laboratories,closed
Moja Outdoors,closed
Mesmo.tv,closed
Koala Databank,operating
Money Transfer System IndiGoShare,closed
LyricFind,operating
The Other Guys,operating
hellocasa,closed
Choxi.com Inc. (formerly Nomorerack),operating
Llesiant,closed
GreenFuelsUSA,operating
Suja Juice,operating
Arkami,closed
Crowdberry,closed
Paltalk,operating
Cauli Rice,closed
TRELORA,closed
Tudor Ice Company,operating
The Pool - Entrepreneurship Club,closed
Fayettechill Clothing Company,operating
Looking Glass,closed
Infinite Wealth Creations,closed
Infinetics Technologies,closed
Tradeworks.io,closed
Lazarus Therapeutics,operating
Computerlogy,closed
72xuan,closed
Oxlo Systems,closed
SimpleTuition,closed
Numotion,operating
Phronesis Techne,closed
Shop2,closed
Number 1 Products and Services,closed
Policard,operating
Digna Biotech,closed
c-LEcta,operating
SoMuchMore,closed
RiseHealth,closed
Team8,operating
Qubole,closed
OpenFin,operating
Film Fresh,operating
Getyoo,operating
Mobiquity Technologies,operating
The Treeline Company,operating
Ubidata,closed
1 of 99,closed
RayDyne Energy,closed
MyTraining.pro,operating
Starpoint Health,operating
Fundz,operating
Moonlighting,operating
ShareMagnet,closed
C-Note,closed
Bright Power,operating
Boldomatic SA,operating
PushToTest,operating
enexion GmbH,closed
GoPro,closed
Bueda,closed
Miromatrix Medical,closed
RivalHealth,closed
YallaStay,operating
Spotwise,closed
Airship Ventures,operating
Page Mage,closed
MTailor,closed
Ads4books,closed
Arte Manifiesto,operating
Instapagar,operating
MobiTX,closed
Datawiz.io,operating
Mempile,operating
iCents.net,closed
Strikeface,operating
Shanon,closed
WudStay,operating
"Social Media Gateways, Inc.",operating
Vivogig,operating
Manomasa,closed
Desalitech,operating
Cerac,closed
Vixlet,operating
NanoVelos,operating
Endoart,operating
Telogis,operating
Big Fuel,closed
Ascenz,operating
CityFALCON,operating
Tip Network,operating
Rollbar,closed
SAS Sistema de Ensino,closed
MakieLab,closed
Gaia Herbs,operating
Quova,operating
Evoz,operating
Alphonso Inc,operating
Mobi Tech International,operating
First Data Corporation,closed
Interactive TKO,operating
TaKaDu,closed
LaunchCode,operating
Bigpoint,closed
Biowater Technology,closed
Petflow,operating
Denali Therapeutics,closed
"SKKY, Inc.",operating
6th Wave Innovations Corporation,operating
Inter-Grosshandel GmbH,operating
Shepherd Intelligent Systems,closed
ROME Corporation,closed
SafetyWeb,operating
MaxVision,closed
Gearbox Software,operating
Arxxus,operating
ListRunner,operating
Fashwell AG,operating
Green Graphix,closed
StopLight,closed
UGAME,operating
YouPic,closed
SimulScribe,operating
DioGenix,closed
myMedScore,closed
Kunerango,operating
TensorComm,operating
G-volution,operating
Graphicly,closed
Transpose,operating
StockStreams,closed
Vayyar,operating
Nine Iron Innovations,operating
StarMaker Interactive,operating
Glamorous Travel,operating
FeetMe,operating
SurfAir,closed
Eyelation,closed
Bitstrips,closed
Pulsant,closed
Starboard Storage Systems,operating
Vuv Analytics,closed
